songTitle,Acousticness,Danceability,Duration,Energy,Valence,Tempo,Speechiness,Mode,Loudness,Liveness,Key,Instrumentalness,Time,Target
Stuck On You,0.226,0.764,272211,0.334,0.858,100.063,0.301,0,-10.181,0.0838,9,0.0,4,0
This is It (feat. Cory Wong),0.0435,0.804,185289,0.581,0.751,100.048,0.138,1,-8.935,0.314,0,3.18e-05,4,0
This Vibe,0.0491,0.717,252307,0.923,0.846,107.054,0.0402,1,-4.556,0.507,0,0.000296,4,0
Until I Get Back,0.0996,0.772,273106,0.644,0.932,169.488,0.0884,1,-7.935,0.084,7,0.000216,4,0
Dead Inside Shuffle,0.141,0.849,200000,0.769,0.971,133.059,0.0402,1,-5.897,0.103,6,0.153,4,0
"L.O.V.E. (feat. EARTHGANG, Jon Batiste & Sherwyn)",0.000308,0.81,169200,0.779,0.641,111.054,0.0485,1,-4.834,0.23,9,0.0,4,0
New Guru,0.02,0.79,204175,0.572,0.745,132.531,0.176,0,-9.072,0.152,6,0.0,4,0
Rollin' (Love Will Be Here),0.297,0.776,290638,0.61,0.929,98.035,0.0946,0,-7.68,0.114,4,0.0,4,0
Bullseye,0.236,0.948,137000,0.664,0.844,120.069,0.0942,0,-6.873,0.0715,5,1.31e-06,4,0
Boogie Down,0.0195,0.811,196542,0.833,0.619,114.448,0.0555,0,-5.078,0.114,5,0.296,4,0
High Class,0.0888,0.878,202909,0.629,0.446,118.0,0.0536,1,-4.095,0.273,9,0.0105,4,0
Come and Get It - A COLORS SHOW,0.159,0.86,145800,0.647,0.634,99.946,0.22,0,-7.624,0.133,10,4.33e-05,4,0
Naked - Feat. Leven Kali,0.51,0.638,184386,0.779,0.971,81.99,0.0602,0,-5.445,0.334,5,2.02e-06,4,0
Bad Vibes - Duss Hagen Remix,0.017,0.783,179646,0.671,0.771,120.023,0.0374,0,-5.961,0.0686,11,0.0306,4,0
Nothing But Love,0.0757,0.786,196173,0.821,0.964,102.986,0.0797,0,-5.651,0.0472,9,0.188,4,0
Say Your Name,0.0773,0.82,215764,0.75,0.67,126.002,0.148,0,-6.715,0.102,6,0.000856,4,0
End of Tha Night,0.514,0.679,189884,0.601,0.7,104.986,0.191,0,-7.971,0.0947,5,1.73e-06,4,0
